country,passengers_total,freight_total_tonnes,mail_total_tonnes,route,month_year_dt
New Zealand,28016,550.698,21.142,Brisbane-Auckland,1988-10-01
Bahrain,15,0.315,0.0,Brisbane-Bahrain,1988-10-01
Thailand,1893,57.736,0.0,Brisbane-Bangkok,1988-10-01
India,33,8.612,0.027,Brisbane-Bombay,1988-10-01
New Zealand,10456,254.885,2.901,Brisbane-Christchurch,1988-10-01
Germany,332,0.652,0.0,Brisbane-Frankfurt,1988-10-01
Hong Kong,4935,100.09,0.145,Brisbane-Hong Kong,1988-10-01
Solomon Islands,1564,12.278,2.831,Brisbane-Honiara,1988-10-01
Usa,1264,131.826,0.0,Brisbane-Honolulu,1988-10-01
Indonesia,123,0.0,0.0,Brisbane-Jakarta,1988-10-01
Malaysia,7,0.0,0.0,Brisbane-Kuala Lumpur,1988-10-01
Uk,3348,50.176,18.107,Brisbane-London,1988-10-01
Usa,1339,11.964,0.0,Brisbane-Los Angeles,1988-10-01
Uk,195,0.594,0.329,Brisbane-Manchester,1988-10-01
Philippines,1886,51.667,0.123,Brisbane-Manila,1988-10-01
Fiji,2066,23.195,0.991,Brisbane-Nadi,1988-10-01
Japan,1856,59.21,0.0,Brisbane-Nagoya,1988-10-01
New Caledonia,702,0.759,0.0,Brisbane-Noumea,1988-10-01
Tahiti,6,0.0,0.0,Brisbane-Papeete,1988-10-01
Papua New Guinea,4162,74.881,12.835,Brisbane-Port Moresby,1988-10-01
Vanuatu,514,8.431,0.403,Brisbane-Port Vila,1988-10-01
Italy,196,4.288,0.0,Brisbane-Rome,1988-10-01
Usa,722,0.355,0.0,Brisbane-San Francisco,1988-10-01
Usa,0,0.57,0.0,Brisbane-Seattle,1988-10-01
Singapore,11082,443.528,5.59,Brisbane-Singapore,1988-10-01
Fiji,313,2.001,0.0,Brisbane-Suva,1988-10-01
Japan,8891,397.703,7.652,Brisbane-Tokyo,1988-10-01
Canada,516,47.297,1.27,Brisbane-Vancouver,1988-10-01
New Zealand,5998,75.437,2.666,Brisbane-Wellington,1988-10-01
Greece,12,0.0,0.0,Cairns-Athens,1988-10-01
New Zealand,1324,13.654,0.28,Cairns-Auckland,1988-10-01
Bahrain,2,0.0,0.0,Cairns-Bahrain,1988-10-01
Thailand,432,1.447,0.286,Cairns-Bangkok,1988-10-01
India,7,0.0,0.0,Cairns-Bombay,1988-10-01
New Zealand,831,12.062,0.0,Cairns-Christchurch,1988-10-01
Germany,13,0.0,0.0,Cairns-Frankfurt,1988-10-01
Hong Kong,19,0.0,0.0,Cairns-Hong Kong,1988-10-01
Solomon Islands,1,0.0,0.0,Cairns-Honiara,1988-10-01
Usa,1656,2.305,0.0,Cairns-Honolulu,1988-10-01
Uk,357,0.0,0.401,Cairns-London,1988-10-01
Usa,2252,1.281,0.0,Cairns-Los Angeles,1988-10-01
Philippines,3,0.0,0.0,Cairns-Manila,1988-10-01
Japan,2,0.0,0.0,Cairns-Nagoya,1988-10-01
Papua New Guinea,2758,61.96,1.915,Cairns-Port Moresby,1988-10-01
Italy,45,0.0,0.0,Cairns-Rome,1988-10-01
Usa,1407,1.058,0.805,Cairns-San Francisco,1988-10-01
Usa,5,0.0,0.0,Cairns-Seattle,1988-10-01
Singapore,1419,6.39,0.076,Cairns-Singapore,1988-10-01
Japan,1868,3.448,0.067,Cairns-Tokyo,1988-10-01
Canada,630,22.587,0.0,Cairns-Vancouver,1988-10-01
New Zealand,2,0.0,0.0,Cairns-Wellington,1988-10-01
Greece,41,0.0,0.0,Darwin-Athens,1988-10-01
New Zealand,168,5.864,0.029,Darwin-Auckland,1988-10-01
Bahrain,1,1.5,0.0,Darwin-Bahrain,1988-10-01
Brunei,1235,13.259,0.042,Darwin-Bandar Seri Begawan,1988-10-01
Thailand,19,0.0,0.0,Darwin-Bangkok,1988-10-01
India,5,0.0,0.0,Darwin-Bombay,1988-10-01
Indonesia,1672,5.789,0.015,Darwin-Denpasar,1988-10-01
Germany,182,0.0,0.0,Darwin-Frankfurt,1988-10-01
Indonesia,92,0.122,0.013,Darwin-Jakarta,1988-10-01
Indonesia,1029,0.0,0.0,Darwin-Kupang,1988-10-01
Uk,190,0.066,0.528,Darwin-London,1988-10-01
Uk,6,0.0,0.027,Darwin-Manchester,1988-10-01
Italy,16,0.0,0.0,Darwin-Rome,1988-10-01
Singapore,3064,101.136,0.186,Darwin-Singapore,1988-10-01
New Zealand,489,8.379,0.0,Hobart-Auckland,1988-10-01
New Zealand,931,3.647,0.033,Hobart-Christchurch,1988-10-01
United Arab Emirates,136,63.663,0.094,Melbourne-Abu Dhabi,1988-10-01
Netherlands,1314,5.863,7.558,Melbourne-Amsterdam,1988-10-01
Greece,3473,21.454,6.774,Melbourne-Athens,1988-10-01
New Zealand,18846,904.242,19.047,Melbourne-Auckland,1988-10-01
Bahrain,94,15.483,2.179,Melbourne-Bahrain,1988-10-01
Thailand,7575,338.399,14.437,Melbourne-Bangkok,1988-10-01
Yugoslavia,1717,84.039,4.348,Melbourne-Belgrade,1988-10-01
India,246,14.725,0.553,Melbourne-Bombay,1988-10-01
New Zealand,8490,364.364,5.094,Melbourne-Christchurch,1988-10-01
Sri Lanka,45,3.199,0.068,Melbourne-Colombo,1988-10-01
Indonesia,9108,57.156,0.408,Melbourne-Denpasar,1988-10-01
United Arab Emirates,25,170.88,0.134,Melbourne-Dubai,1988-10-01
Germany,3353,789.631,48.956,Melbourne-Frankfurt,1988-10-01
Hong Kong,13523,871.222,20.948,Melbourne-Hong Kong,1988-10-01
Usa,8271,197.699,13.087,Melbourne-Honolulu,1988-10-01
Indonesia,780,228.44,6.367,Melbourne-Jakarta,1988-10-01
Malaysia,5086,210.164,5.436,Melbourne-Kuala Lumpur,1988-10-01
Uk,6491,290.615,65.38,Melbourne-London,1988-10-01
Usa,7098,854.764,18.688,Melbourne-Los Angeles,1988-10-01
Uk,368,2.513,2.225,Melbourne-Manchester,1988-10-01
Philippines,3197,150.253,2.703,Melbourne-Manila,1988-10-01
Fiji,5305,85.424,2.124,Melbourne-Nadi,1988-10-01
Japan,896,14.005,0.139,Melbourne-Nagoya,1988-10-01
Nauru,0,0.0,0.0,Melbourne-Nauru,1988-10-01
Usa,162,0.0,0.0,Melbourne-New York,1988-10-01
New Caledonia,401,9.457,0.04,Melbourne-Noumea,1988-10-01
Tahiti,512,20.404,0.0,Melbourne-Papeete,1988-10-01
Papua New Guinea,47,0.0,0.0,Melbourne-Port Moresby,1988-10-01
Italy,3466,111.627,3.985,Melbourne-Rome,1988-10-01
Usa,2753,136.016,21.055,Melbourne-San Francisco,1988-10-01
Singapore,17335,1176.972,43.495,Melbourne-Singapore,1988-10-01
Japan,3179,238.198,26.182,Melbourne-Tokyo,1988-10-01
Canada,435,0.002,1.378,Melbourne-Vancouver,1988-10-01
New Zealand,4112,148.635,4.59,Melbourne-Wellington,1988-10-01
New Zealand,2401,16.198,1.05,Norfolk Island-Auckland,1988-10-01
United Arab Emirates,17,20.1,0.0,Perth-Abu Dhabi,1988-10-01
Netherlands,98,5.635,0.1,Perth-Amsterdam,1988-10-01
Greece,137,0.0,0.0,Perth-Athens,1988-10-01
New Zealand,6559,221.708,7.839,Perth-Auckland,1988-10-01
Bahrain,53,42.194,0.0,Perth-Bahrain,1988-10-01
Thailand,3310,49.235,0.67,Perth-Bangkok,1988-10-01
India,69,0.022,0.131,Perth-Bombay,1988-10-01
New Zealand,545,3.1,0.3,Perth-Christchurch,1988-10-01
Indonesia,6974,41.762,0.029,Perth-Denpasar,1988-10-01
Germany,421,4.684,0.391,Perth-Frankfurt,1988-10-01
Zimbabwe,1005,13.051,0.382,Perth-Harare,1988-10-01
Hong Kong,4736,148.599,1.477,Perth-Hong Kong,1988-10-01
Usa,163,0.0,0.0,Perth-Honolulu,1988-10-01
Indonesia,1094,63.249,0.249,Perth-Jakarta,1988-10-01
Malaysia,6515,231.576,2.777,Perth-Kuala Lumpur,1988-10-01
Uk,5599,90.926,20.452,Perth-London,1988-10-01
Usa,258,0.0,0.0,Perth-Los Angeles,1988-10-01
Uk,278,0.039,1.125,Perth-Manchester,1988-10-01
Usa,1,0.0,0.0,Perth-New York,1988-10-01
Italy,353,0.09,0.15,Perth-Rome,1988-10-01
Usa,143,0.0,0.402,Perth-San Francisco,1988-10-01
Singapore,21430,1070.542,16.458,Perth-Singapore,1988-10-01
Japan,1002,32.129,1.743,Perth-Tokyo,1988-10-01
Canada,26,0.0,0.0,Perth-Vancouver,1988-10-01
Indonesia,640,0.0,0.0,Port Hedland-Denpasar,1988-10-01
United Arab Emirates,348,73.859,0.204,Sydney-Abu Dhabi,1988-10-01
Netherlands,1299,21.58,15.66,Sydney-Amsterdam,1988-10-01
Western Samoa,745,3.071,0.503,Sydney-Apia,1988-10-01
Greece,3993,16.817,15.407,Sydney-Athens,1988-10-01
New Zealand,69939,2901.264,79.645,Sydney-Auckland,1988-10-01
Bahrain,240,8.493,1.255,Sydney-Bahrain,1988-10-01
Thailand,11438,389.705,23.826,Sydney-Bangkok,1988-10-01
China,1942,36.999,0.0,Sydney-Beijing,1988-10-01
Yugoslavia,2126,73.101,3.714,Sydney-Belgrade,1988-10-01
India,1696,65.144,1.866,Sydney-Bombay,1988-10-01
New Zealand,19937,569.419,12.328,Sydney-Christchurch,1988-10-01
Sri Lanka,31,0.15,0.324,Sydney-Colombo,1988-10-01
Indonesia,9426,61.202,0.711,Sydney-Denpasar,1988-10-01
United Arab Emirates,71,36.418,0.103,Sydney-Dubai,1988-10-01
Germany,4549,286.292,51.018,Sydney-Frankfurt,1988-10-01
Zimbabwe,1486,58.574,0.743,Sydney-Harare,1988-10-01
Hong Kong,25435,1032.663,9.029,Sydney-Hong Kong,1988-10-01
Usa,26743,374.505,39.61,Sydney-Honolulu,1988-10-01
Indonesia,4286,288.855,3.668,Sydney-Jakarta,1988-10-01
Malaysia,5972,266.989,11.873,Sydney-Kuala Lumpur,1988-10-01
Uk,14501,697.124,114.258,Sydney-London,1988-10-01
Usa,20893,1641.883,46.488,Sydney-Los Angeles,1988-10-01
Uk,617,5.283,5.019,Sydney-Manchester,1988-10-01
Philippines,6798,319.565,6.845,Sydney-Manila,1988-10-01
Fiji,12663,308.187,9.031,Sydney-Nadi,1988-10-01
Japan,3413,11.889,0.164,Sydney-Nagoya,1988-10-01
Nauru,0,0.0,0.0,Sydney-Nauru,1988-10-01
India,1211,23.785,0.0,Sydney-New Delhi,1988-10-01
Usa,460,0.0,0.0,Sydney-New York,1988-10-01
New Caledonia,4378,104.394,4.416,Sydney-Noumea,1988-10-01
American Samoa,1362,7.223,0.031,Sydney-Pago Pago,1988-10-01
Tahiti,4255,41.992,1.859,Sydney-Papeete,1988-10-01
France,658,45.629,0.577,Sydney-Paris,1988-10-01
Papua New Guinea,3211,145.526,27.005,Sydney-Port Moresby,1988-10-01
Vanuatu,1329,16.891,1.708,Sydney-Port Vila,1988-10-01
Cook Islands,412,0.494,0.065,Sydney-Rarotonga,1988-10-01
Italy,4076,280.614,8.761,Sydney-Rome,1988-10-01
Usa,11504,398.249,60.792,Sydney-San Francisco,1988-10-01
Usa,0,5.72,0.0,Sydney-Seattle,1988-10-01
Singapore,31023,1579.76,52.86,Sydney-Singapore,1988-10-01
Japan,39560,2235.021,102.43,Sydney-Tokyo,1988-10-01
Canada,1003,69.97,0.101,Sydney-Toronto,1988-10-01
Canada,2891,63.312,10.052,Sydney-Vancouver,1988-10-01
Austria,1083,18.351,0.0,Sydney-Vienna,1988-10-01
New Zealand,13261,507.196,14.38,Sydney-Wellington,1988-10-01
New Zealand,1125,17.673,0.0,Townsville-Auckland,1988-10-01
Thailand,26,0.0,0.0,Townsville-Bangkok,1988-10-01
Germany,106,0.0,0.0,Townsville-Frankfurt,1988-10-01
Uk,134,0.012,0.0,Townsville-London,1988-10-01
Uk,13,0.0,0.0,Townsville-Manchester,1988-10-01
Usa,1,0.0,0.0,Townsville-San Francisco,1988-10-01
Singapore,607,13.143,0.0,Townsville-Singapore,1988-10-01
United Arab Emirates,4,33.1,0.0,Adelaide-Abu Dhabi,1988-11-01
Netherlands,97,0.0,0.0,Adelaide-Amsterdam,1988-11-01
Greece,49,0.0,0.016,Adelaide-Athens,1988-11-01
New Zealand,1433,71.585,2.31,Adelaide-Auckland,1988-11-01
Bahrain,14,0.957,0.0,Adelaide-Bahrain,1988-11-01
Thailand,43,0.0,0.0,Adelaide-Bangkok,1988-11-01
India,20,0.0,0.019,Adelaide-Bombay,1988-11-01
New Zealand,33,0.0,0.0,Adelaide-Christchurch,1988-11-01
United Arab Emirates,2,0.2,0.0,Adelaide-Dubai,1988-11-01
Germany,222,0.0,0.0,Adelaide-Frankfurt,1988-11-01
Hong Kong,59,0.0,0.0,Adelaide-Hong Kong,1988-11-01
Usa,48,0.0,0.0,Adelaide-Honolulu,1988-11-01
Indonesia,2,0.0,0.0,Adelaide-Jakarta,1988-11-01
Uk,2232,102.063,5.959,Adelaide-London,1988-11-01
Usa,85,0.0,0.0,Adelaide-Los Angeles,1988-11-01
Uk,174,0.013,0.348,Adelaide-Manchester,1988-11-01
Italy,146,0.0,0.0,Adelaide-Rome,1988-11-01
Usa,67,0.0,0.0,Adelaide-San Francisco,1988-11-01
Singapore,6648,403.577,13.849,Adelaide-Singapore,1988-11-01
Japan,1,0.0,0.0,Adelaide-Tokyo,1988-11-01
United Arab Emirates,24,0.5,0.0,Brisbane-Abu Dhabi,1988-11-01
Netherlands,138,0.0,0.0,Brisbane-Amsterdam,1988-11-01
Greece,105,0.0,0.027,Brisbane-Athens,1988-11-01
New Zealand,17046,431.501,15.774,Brisbane-Auckland,1988-11-01
Bahrain,24,0.597,0.0,Brisbane-Bahrain,1988-11-01
Thailand,2021,93.878,0.0,Brisbane-Bangkok,1988-11-01
India,35,0.0,0.054,Brisbane-Bombay,1988-11-01
New Zealand,7032,215.468,3.273,Brisbane-Christchurch,1988-11-01
Indonesia,1197,11.421,0.0,Brisbane-Denpasar,1988-11-01
Germany,698,2.587,0.0,Brisbane-Frankfurt,1988-11-01
Zimbabwe,11,0.0,0.0,Brisbane-Harare,1988-11-01
Hong Kong,3763,84.334,0.118,Brisbane-Hong Kong,1988-11-01
Solomon Islands,1240,11.818,1.488,Brisbane-Honiara,1988-11-01
Usa,1943,141.739,0.258,Brisbane-Honolulu,1988-11-01
Indonesia,37,0.0,0.0,Brisbane-Jakarta,1988-11-01
Uk,2811,41.491,19.01,Brisbane-London,1988-11-01
Usa,834,0.0,0.0,Brisbane-Los Angeles,1988-11-01
Uk,242,0.28,0.589,Brisbane-Manchester,1988-11-01
Philippines,1811,28.588,0.075,Brisbane-Manila,1988-11-01
Fiji,1678,13.978,1.45,Brisbane-Nadi,1988-11-01
Japan,1821,50.81,0.0,Brisbane-Nagoya,1988-11-01
Usa,5,0.0,0.0,Brisbane-New York,1988-11-01
New Caledonia,465,0.453,0.0,Brisbane-Noumea,1988-11-01
Tahiti,22,0.0,0.0,Brisbane-Papeete,1988-11-01
Papua New Guinea,3502,80.354,14.539,Brisbane-Port Moresby,1988-11-01
Vanuatu,514,10.132,0.402,Brisbane-Port Vila,1988-11-01
Italy,213,0.0,0.065,Brisbane-Rome,1988-11-01
Usa,460,0.0,0.0,Brisbane-San Francisco,1988-11-01
Usa,25,3.307,0.04,Brisbane-Seattle,1988-11-01
Singapore,10872,604.964,19.885,Brisbane-Singapore,1988-11-01
Fiji,240,2.37,0.0,Brisbane-Suva,1988-11-01
Japan,8028,400.555,10.829,Brisbane-Tokyo,1988-11-01
Canada,348,15.525,2.195,Brisbane-Vancouver,1988-11-01
New Zealand,5027,72.06,3.87,Brisbane-Wellington,1988-11-01
Netherlands,6,0.0,0.0,Cairns-Amsterdam,1988-11-01
Greece,29,0.0,0.0,Cairns-Athens,1988-11-01
New Zealand,1708,16.881,0.241,Cairns-Auckland,1988-11-01
Bahrain,11,0.0,0.0,Cairns-Bahrain,1988-11-01
Thailand,973,0.665,0.329,Cairns-Bangkok,1988-11-01
India,25,6.292,0.0,Cairns-Bombay,1988-11-01
New Zealand,597,10.436,0.073,Cairns-Christchurch,1988-11-01
Germany,30,0.0,0.0,Cairns-Frankfurt,1988-11-01
Hong Kong,10,0.0,0.0,Cairns-Hong Kong,1988-11-01
Usa,1698,33.419,0.0,Cairns-Honolulu,1988-11-01
Papua New Guinea,183,0.0,0.0,Cairns-Kieta,1988-11-01
Uk,185,0.0,0.557,Cairns-London,1988-11-01
Usa,1520,0.018,0.0,Cairns-Los Angeles,1988-11-01
Uk,3,0.0,0.0,Cairns-Manchester,1988-11-01
Tahiti,4,0.0,0.0,Cairns-Papeete,1988-11-01
Papua New Guinea,3068,72.815,1.593,Cairns-Port Moresby,1988-11-01
Italy,33,0.0,0.0,Cairns-Rome,1988-11-01
Usa,1291,0.937,0.861,Cairns-San Francisco,1988-11-01
Usa,60,0.0,0.0,Cairns-Seattle,1988-11-01
Singapore,1883,18.301,0.124,Cairns-Singapore,1988-11-01
Japan,2424,10.302,0.068,Cairns-Tokyo,1988-11-01
Canada,691,13.912,0.0,Cairns-Vancouver,1988-11-01
Greece,23,0.0,0.0,Darwin-Athens,1988-11-01
New Zealand,207,5.537,0.038,Darwin-Auckland,1988-11-01
Bahrain,3,0.0,0.0,Darwin-Bahrain,1988-11-01
Brunei,951,14.468,0.009,Darwin-Bandar Seri Begawan,1988-11-01
Thailand,26,0.0,0.0,Darwin-Bangkok,1988-11-01
India,3,0.0,0.0,Darwin-Bombay,1988-11-01
Indonesia,1304,4.165,0.021,Darwin-Denpasar,1988-11-01
Germany,35,0.0,0.0,Darwin-Frankfurt,1988-11-01
Indonesia,1010,0.215,0.0,Darwin-Kupang,1988-11-01
Uk,124,0.018,0.159,Darwin-London,1988-11-01
Uk,4,0.0,0.0,Darwin-Manchester,1988-11-01
Italy,9,0.0,0.0,Darwin-Rome,1988-11-01
Singapore,2552,53.238,0.367,Darwin-Singapore,1988-11-01
New Zealand,388,13.604,0.0,Hobart-Auckland,1988-11-01
New Zealand,878,6.675,0.031,Hobart-Christchurch,1988-11-01
United Arab Emirates,166,50.106,0.004,Melbourne-Abu Dhabi,1988-11-01
Netherlands,1272,10.057,10.006,Melbourne-Amsterdam,1988-11-01
Greece,3969,37.147,14.021,Melbourne-Athens,1988-11-01
New Zealand,18823,1072.326,20.106,Melbourne-Auckland,1988-11-01
Bahrain,130,11.145,2.456,Melbourne-Bahrain,1988-11-01
Thailand,6975,319.093,16.228,Melbourne-Bangkok,1988-11-01
Yugoslavia,1519,84.035,4.562,Melbourne-Belgrade,1988-11-01
India,178,4.347,0.348,Melbourne-Bombay,1988-11-01
New Zealand,6652,380.094,1.918,Melbourne-Christchurch,1988-11-01
Sri Lanka,56,1.271,0.194,Melbourne-Colombo,1988-11-01
Indonesia,6356,52.574,0.576,Melbourne-Denpasar,1988-11-01
United Arab Emirates,34,139.277,0.177,Melbourne-Dubai,1988-11-01
Germany,3477,797.002,55.326,Melbourne-Frankfurt,1988-11-01
Hong Kong,14177,732.713,22.269,Melbourne-Hong Kong,1988-11-01
Usa,6262,208.552,15.491,Melbourne-Honolulu,1988-11-01
Indonesia,940,253.137,2.525,Melbourne-Jakarta,1988-11-01
Malaysia,5302,243.575,7.193,Melbourne-Kuala Lumpur,1988-11-01
Uk,5973,246.381,83.95,Melbourne-London,1988-11-01
Usa,7415,993.499,16.653,Melbourne-Los Angeles,1988-11-01
Uk,523,2.223,3.787,Melbourne-Manchester,1988-11-01
Philippines,3066,171.783,1.447,Melbourne-Manila,1988-11-01
Fiji,3801,96.128,2.58,Melbourne-Nadi,1988-11-01
Japan,765,11.188,0.079,Melbourne-Nagoya,1988-11-01
Nauru,300,3.194,0.291,Melbourne-Nauru,1988-11-01
Usa,87,0.0,0.0,Melbourne-New York,1988-11-01
New Caledonia,232,6.722,0.037,Melbourne-Noumea,1988-11-01
Tahiti,485,12.433,0.0,Melbourne-Papeete,1988-11-01
Italy,3351,121.353,4.694,Melbourne-Rome,1988-11-01
Usa,1476,109.626,24.314,Melbourne-San Francisco,1988-11-01
Singapore,17908,960.78,55.672,Melbourne-Singapore,1988-11-01
Japan,3387,289.834,31.352,Melbourne-Tokyo,1988-11-01
Canada,307,0.033,4.073,Melbourne-Vancouver,1988-11-01
New Zealand,3710,152.717,4.941,Melbourne-Wellington,1988-11-01
New Zealand,2205,16.007,1.03,Norfolk Island-Auckland,1988-11-01
United Arab Emirates,12,13.1,0.0,Perth-Abu Dhabi,1988-11-01
Netherlands,215,1.62,0.001,Perth-Amsterdam,1988-11-01
Greece,89,0.0,0.0,Perth-Athens,1988-11-01
New Zealand,5199,200.214,8.109,Perth-Auckland,1988-11-01
Bahrain,50,30.261,0.0,Perth-Bahrain,1988-11-01
Thailand,4024,87.173,1.285,Perth-Bangkok,1988-11-01
India,110,0.0,0.213,Perth-Bombay,1988-11-01
New Zealand,532,6.2,0.2,Perth-Christchurch,1988-11-01
Indonesia,7154,47.311,0.125,Perth-Denpasar,1988-11-01
Germany,512,16.748,0.055,Perth-Frankfurt,1988-11-01
Zimbabwe,1290,19.705,0.476,Perth-Harare,1988-11-01
Hong Kong,4551,195.591,0.813,Perth-Hong Kong,1988-11-01
Usa,141,0.0,0.0,Perth-Honolulu,1988-11-01
Indonesia,1681,98.508,0.281,Perth-Jakarta,1988-11-01
Malaysia,5447,230.608,4.578,Perth-Kuala Lumpur,1988-11-01
Uk,5613,100.896,26.285,Perth-London,1988-11-01
Usa,168,0.0,0.0,Perth-Los Angeles,1988-11-01
Uk,378,0.296,1.181,Perth-Manchester,1988-11-01
Fiji,1,0.0,0.0,Perth-Nadi,1988-11-01
Papua New Guinea,2,0.0,0.0,Perth-Port Moresby,1988-11-01
Italy,291,0.005,0.0,Perth-Rome,1988-11-01
Usa,133,0.0,1.058,Perth-San Francisco,1988-11-01
Singapore,21941,1088.455,25.678,Perth-Singapore,1988-11-01
Japan,1944,60.175,1.388,Perth-Tokyo,1988-11-01
Canada,35,0.0,0.0,Perth-Vancouver,1988-11-01
Indonesia,352,0.0,0.0,Port Hedland-Denpasar,1988-11-01
United Arab Emirates,361,56.539,0.0,Sydney-Abu Dhabi,1988-11-01
Netherlands,1574,23.417,14.739,Sydney-Amsterdam,1988-11-01
Western Samoa,625,2.449,0.295,Sydney-Apia,1988-11-01
Greece,3832,55.802,7.69,Sydney-Athens,1988-11-01
New Zealand,62981,3242.982,101.684,Sydney-Auckland,1988-11-01
Bahrain,484,42.553,1.349,Sydney-Bahrain,1988-11-01
Thailand,11859,397.845,31.099,Sydney-Bangkok,1988-11-01
China,1838,28.84,0.0,Sydney-Beijing,1988-11-01
Yugoslavia,2068,68.189,6.977,Sydney-Belgrade,1988-11-01
India,2311,85.812,1.119,Sydney-Bombay,1988-11-01
New Zealand,19852,625.459,17.282,Sydney-Christchurch,1988-11-01
Sri Lanka,32,5.509,0.251,Sydney-Colombo,1988-11-01
Indonesia,7411,52.112,0.321,Sydney-Denpasar,1988-11-01
United Arab Emirates,77,68.15,0.199,Sydney-Dubai,1988-11-01
Germany,4966,306.299,63.148,Sydney-Frankfurt,1988-11-01
Zimbabwe,1726,56.56,0.515,Sydney-Harare,1988-11-01
Hong Kong,23181,953.486,10.935,Sydney-Hong Kong,1988-11-01
Usa,20440,394.069,39.396,Sydney-Honolulu,1988-11-01
Indonesia,4773,320.464,7.473,Sydney-Jakarta,1988-11-01
Malaysia,6509,327.356,15.613,Sydney-Kuala Lumpur,1988-11-01
Uk,13102,654.705,148.218,Sydney-London,1988-11-01
Usa,24410,1990.456,54.09,Sydney-Los Angeles,1988-11-01
Uk,737,2.353,5.977,Sydney-Manchester,1988-11-01
Philippines,6374,345.337,9.846,Sydney-Manila,1988-11-01
Fiji,10086,360.896,8.482,Sydney-Nadi,1988-11-01
Japan,3669,78.167,0.393,Sydney-Nagoya,1988-11-01
Nauru,166,0.407,0.627,Sydney-Nauru,1988-11-01
India,1909,61.011,0.0,Sydney-New Delhi,1988-11-01
Usa,355,0.0,0.0,Sydney-New York,1988-11-01
New Caledonia,3981,157.262,5.822,Sydney-Noumea,1988-11-01
American Samoa,1161,5.645,0.072,Sydney-Pago Pago,1988-11-01
Tahiti,3983,42.135,1.691,Sydney-Papeete,1988-11-01
France,588,24.327,0.247,Sydney-Paris,1988-11-01
Papua New Guinea,3309,140.859,29.549,Sydney-Port Moresby,1988-11-01
Vanuatu,1002,13.956,1.745,Sydney-Port Vila,1988-11-01
Cook Islands,316,1.221,0.016,Sydney-Rarotonga,1988-11-01
Italy,3570,330.696,10.86,Sydney-Rome,1988-11-01
Usa,5490,243.995,77.77,Sydney-San Francisco,1988-11-01
Singapore,30742,1594.282,53.123,Sydney-Singapore,1988-11-01
Japan,41170,2773.139,48.719,Sydney-Tokyo,1988-11-01
Canada,1481,94.677,0.211,Sydney-Toronto,1988-11-01
Canada,1947,82.062,14.314,Sydney-Vancouver,1988-11-01
Austria,1034,21.622,0.571,Sydney-Vienna,1988-11-01
New Zealand,12123,441.4,17.797,Sydney-Wellington,1988-11-01
New Zealand,570,17.53,0.0,Townsville-Auckland,1988-11-01
Bahrain,1,0.0,0.0,Townsville-Bahrain,1988-11-01
Thailand,17,0.0,0.0,Townsville-Bangkok,1988-11-01
India,17,0.0,0.0,Townsville-Bombay,1988-11-01
Germany,63,0.0,0.0,Townsville-Frankfurt,1988-11-01
Uk,77,0.01,0.0,Townsville-London,1988-11-01
Papua New Guinea,108,0.79,0.0,Townsville-Port Moresby,1988-11-01
Singapore,583,11.059,0.0,Townsville-Singapore,1988-11-01
United Arab Emirates,9,41.5,0.0,Adelaide-Abu Dhabi,1988-12-01
Netherlands,25,0.0,0.0,Adelaide-Amsterdam,1988-12-01
Greece,37,0.042,0.084,Adelaide-Athens,1988-12-01
New Zealand,1434,60.943,2.488,Adelaide-Auckland,1988-12-01
Bahrain,11,0.802,0.0,Adelaide-Bahrain,1988-12-01
Thailand,62,0.0,0.0,Adelaide-Bangkok,1988-12-01
India,53,0.0,0.035,Adelaide-Bombay,1988-12-01
United Arab Emirates,6,0.0,0.0,Adelaide-Dubai,1988-12-01
Germany,369,1.388,0.0,Adelaide-Frankfurt,1988-12-01
Hong Kong,26,0.0,0.0,Adelaide-Hong Kong,1988-12-01
Usa,26,0.0,0.0,Adelaide-Honolulu,1988-12-01
Indonesia,1,0.0,0.0,Adelaide-Jakarta,1988-12-01
Malaysia,2,0.0,0.0,Adelaide-Kuala Lumpur,1988-12-01
Uk,2215,76.361,12.65,Adelaide-London,1988-12-01
Usa,43,0.0,0.0,Adelaide-Los Angeles,1988-12-01
Uk,173,0.012,1.262,Adelaide-Manchester,1988-12-01
Fiji,1,0.0,0.0,Adelaide-Nadi,1988-12-01
Italy,153,0.06,0.0,Adelaide-Rome,1988-12-01
Usa,65,0.0,0.0,Adelaide-San Francisco,1988-12-01
Singapore,7051,353.547,17.458,Adelaide-Singapore,1988-12-01
Japan,2,0.0,0.0,Adelaide-Tokyo,1988-12-01
Canada,2,0.0,0.0,Adelaide-Vancouver,1988-12-01
United Arab Emirates,5,0.1,0.0,Brisbane-Abu Dhabi,1988-12-01
Netherlands,95,0.0,0.0,Brisbane-Amsterdam,1988-12-01
Greece,54,0.0,0.041,Brisbane-Athens,1988-12-01
New Zealand,19893,544.26,39.471,Brisbane-Auckland,1988-12-01
Bahrain,95,2.24,0.0,Brisbane-Bahrain,1988-12-01
Thailand,2265,82.061,0.0,Brisbane-Bangkok,1988-12-01
India,60,0.0,0.123,Brisbane-Bombay,1988-12-01
New Zealand,7606,172.409,6.736,Brisbane-Christchurch,1988-12-01
Indonesia,923,18.959,0.0,Brisbane-Denpasar,1988-12-01
Germany,774,8.951,0.0,Brisbane-Frankfurt,1988-12-01
